"Device Name","Device ID","Date & Time [GMT]","Date & Time [Local]","Latitude","Longitude","Altitude","Fix Status","DOP","Temp [C]","Main [V]","Back [V]"
"C25M34",94961,1984-08-20 04:00:50,1984-08-20 12:00:50,-34.4116869,119.0910333,24.74,"3-D least-squares   (5 SVs)",6,27.5,3.95,0
"C25M32",94300,1984-08-20 05:00:10,1984-08-20 13:00:10,-34.4403267,119.2219008,4.26,"3-D least-squares   (9 SVs)",2,21,4.05,0
"C25M34",94961,1984-08-20 05:00:41,1984-08-20 13:00:41,-34.4115661,119.0910247,37.22,"3-D least-squares   (8 SVs)",2.2,26.5,3.95,0
"C25M37",94953,1984-08-20 05:00:41,1984-08-20 13:00:41,-34.4519894,119.2394792,13.25,"3-D least-squares   (9 SVs)",2,19,3.95,0
"C25M37",94953,1984-08-20 06:00:10,1984-08-20 14:00:10,-34.45181,119.2393319,14.02,"3-D least-squares   (7 SVs)",2,19,3.95,0
"C25M32",94300,1984-08-20 06:00:10,1984-08-20 14:00:10,-34.4402447,119.2220983,3.38,"3-D least-squares   (5 SVs)",2.4,22.5,4.05,0
"C25M34",94961,1984-08-20 06:00:13,1984-08-20 14:00:13,-34.4115964,119.0910533,28.8,"3-D least-squares   (7 SVs)",2,30.5,3.95,0
"C25M37",94953,1984-08-20 07:00:11,1984-08-20 15:00:11,-34.4529708,119.2382722,15.42,"3-D least-squares   (5 SVs)",1.8,18.5,3.95,0
"C25M32",94300,1984-08-20 07:00:31,1984-08-20 15:00:31,-34.4406497,119.2237583,1.52,"3-D least-squares   (12 SVs)",1,20.5,4.05,0
"C25M34",94961,1984-08-20 07:00:41,1984-08-20 15:00:41,-34.4115681,119.0910108,35.13,"3-D least-squares   (8 SVs)",1.6,32.5,3.95,0
"C25M34",94961,1984-08-20 08:00:11,1984-08-20 16:00:11,-34.4112303,119.0911039,33.24,"3-D least-squares   (6 SVs)",3,24.5,3.95,0
"C25M32",94300,1984-08-20 08:00:13,1984-08-20 16:00:13,-34.4412625,119.2255553,3.16,"3-D least-squares   (8 SVs)",2.2,19.5,4.05,0
"C25M37",94953,1984-08-20 08:00:41,1984-08-20 16:00:41,-34.4584542,119.2293342,7.37,"3-D least-squares   (9 SVs)",1.4,18,3.95,0
"C25M37",94953,1984-08-20 09:00:11,1984-08-20 17:00:11,-34.4590656,119.221155,3.97,"3-D least-squares   (7 SVs)",2,16,3.95,0
"C25M32",94300,1984-08-20 09:00:13,1984-08-20 17:00:13,-34.4416958,119.2268928,5.59,"3-D least-squares   (7 SVs)",2.2,19,4.05,0
"C25M34",94961,1984-08-20 09:00:40,1984-08-20 17:00:40,-34.4131911,119.0921167,34.21,"3-D least-squares   (8 SVs)",2.4,15.5,3.95,0
"C25M34",94961,1984-08-20 10:00:10,1984-08-20 18:00:10,-34.4134269,119.0918717,31.4,"3-D least-squares   (6 SVs)",4,15.5,3.95,0
"C25M37",94953,1984-08-20 10:00:12,1984-08-20 18:00:12,-34.4566567,119.2195847,-0.74,"3-D least-squares   (5 SVs)",3.4,14,3.95,0
"C25M32",94300,1984-08-20 10:00:41,1984-08-20 18:00:41,-34.4468997,119.2277025,14.3,"3-D least-squares   (5 SVs)",3,16.5,4.05,0
"C25M32",94300,1984-08-20 11:00:13,1984-08-20 19:00:13,-34.4463,119.2264269,1.69,"3-D least-squares   (6 SVs)",2,16,4.05,0
"C25M34",94961,1984-08-20 11:00:41,1984-08-20 19:00:41,-34.4151689,119.0890781,37.73,"3-D least-squares   (7 SVs)",3.4,10.5,3.95,0
"C25M37",94953,1984-08-20 11:00:41,1984-08-20 19:00:41,-34.4553183,119.2192428,5.3,"3-D least-squares   (9 SVs)",1.6,14.5,3.95,0
"C25M34",94961,1984-08-20 12:00:10,1984-08-20 20:00:10,-34.4166703,119.0891261,29.98,"3-D least-squares   (7 SVs)",2.2,13.5,3.95,0
"C25M37",94953,1984-08-20 12:00:10,1984-08-20 20:00:10,-34.4506211,119.222875,-7.66,"3-D least-squares   (9 SVs)",2,12.5,3.95,0
"C25M32",94300,1984-08-20 12:00:13,1984-08-20 20:00:13,-34.4463078,119.2264292,-3.13,"3-D least-squares   (5 SVs)",3,16.5,4.05,0
"C25M37",94953,1984-08-20 13:00:27,1984-08-20 21:00:27,-34.450465,119.2229056,-10.69,"3-D least-squares   (5 SVs)",2.4,14,3.95,0
"C25M34",94961,1984-08-20 13:00:39,1984-08-20 21:00:39,-34.4163186,119.0885842,32.06,"3-D least-squares   (9 SVs)",1.6,11.5,3.95,0
"C25M32",94300,1984-08-20 13:00:41,1984-08-20 21:00:41,-34.4463306,119.2258647,-3.25,"3-D least-squares   (9 SVs)",1.8,16.5,4.05,0
"C25M34",94961,1984-08-20 14:00:09,1984-08-20 22:00:09,-34.4163086,119.0885936,31.9,"3-D least-squares   (7 SVs)",2.2,11.5,3.95,0
"C25M32",94300,1984-08-20 14:00:13,1984-08-20 22:00:13,-34.4462161,119.22545,1.11,"3-D least-squares   (7 SVs)",4,14.5,4.05,0
"C25M37",94953,1984-08-20 14:00:41,1984-08-20 22:00:41,-34.4505117,119.2228936,-2.32,"3-D least-squares   (10 SVs)",1.6,11,3.95,0
"C25M37",94953,1984-08-20 15:00:09,1984-08-20 23:00:09,-34.4506131,119.2229014,-1.07,"3-D least-squares   (9 SVs)",1.6,10.5,3.95,0
"C25M34",94961,1984-08-20 15:00:11,1984-08-20 23:00:11,-34.4163058,119.0885989,30.61,"3-D least-squares   (5 SVs)",2.2,11,3.95,0
"C25M32",94300,1984-08-20 15:00:13,1984-08-20 23:00:13,-34.4460686,119.2238753,-6.87,"3-D least-squares   (5 SVs)",4.8,14.5,4.05,0
"C25M37",94953,1984-08-20 16:00:11,1984-08-21 00:00:11,-34.4505989,119.2229036,-7.58,"3-D least-squares   (6 SVs)",1.6,11.5,3.95,0
"C25M32",94300,1984-08-20 16:00:40,1984-08-21 00:00:40,-34.4500836,119.2228125,-3.82,"3-D least-squares   (9 SVs)",1.8,11.5,4.05,0
"C25M34",94961,1984-08-20 16:01:47,1984-08-21 00:01:47,-34.4134961,119.09017,6.04,"3-D least-squares   (5 SVs)",8.6,11.5,3.95,0
"C25M32",94300,1984-08-20 17:00:14,1984-08-21 01:00:14,-34.4559803,119.2091011,-8.02,"3-D least-squares   (6 SVs)",4.8,10,4.05,0
"C25M34",94961,1984-08-20 17:00:41,1984-08-21 01:00:41,-34.4096328,119.0854481,30.04,"3-D least-squares   (9 SVs)",1.6,9.5,3.95,0
"C25M37",94953,1984-08-20 17:00:41,1984-08-21 01:00:41,-34.4589756,119.2184319,-4.46,"3-D least-squares   (9 SVs)",1.8,11.5,3.95,0
"C25M37",94953,1984-08-20 18:00:10,1984-08-21 02:00:10,-34.4596606,119.2179478,5,"3-D least-squares   (9 SVs)",1.6,10,3.95,0
"C25M34",94961,1984-08-20 18:00:10,1984-08-21 02:00:10,-34.4102608,119.084565,32.74,"3-D least-squares   (7 SVs)",2,12,3.95,0
"C25M32",94300,1984-08-20 18:00:41,1984-08-21 02:00:41,-34.4635008,119.2051483,2.82,"3-D least-squares   (8 SVs)",2,10.5,4.05,0
"C25M37",94953,1984-08-20 19:00:13,1984-08-21 03:00:13,-34.4596547,119.2179583,2.42,"3-D least-squares   (6 SVs)",5.2,11,3.95,0
"C25M32",94300,1984-08-20 19:00:17,1984-08-21 03:00:17,-34.4641022,119.2048094,66.42,"3-D least-squares   (6 SVs)",3.2,24.5,4.05,0
"C25M34",94961,1984-08-20 19:00:57,1984-08-21 03:00:57,-34.4102697,119.0845756,31.3,"3-D least-squares   (9 SVs)",1.8,13,3.95,0
"C25M34",94961,1984-08-20 20:00:10,1984-08-21 04:00:10,-34.4097756,119.0851206,31.69,"3-D least-squares   (5 SVs)",6.4,11,3.95,0
"C25M37",94953,1984-08-20 20:00:40,1984-08-21 04:00:40,-34.4596428,119.2179531,2.58,"3-D least-squares   (9 SVs)",2.2,13,3.95,0
"C25M32",94300,1984-08-20 20:00:41,1984-08-21 04:00:41,-34.46424,119.2048236,19.42,"3-D least-squares   (7 SVs)",3.2,24,4.05,0
"C25M37",94953,1984-08-20 21:00:12,1984-08-21 05:00:12,-34.4596622,119.2179583,2.99,"3-D least-squares   (8 SVs)",2,11,3.95,0
"C25M32",94300,1984-08-20 21:00:21,1984-08-21 05:00:21,-34.4642117,119.2048647,24,"3-D least-squares   (6 SVs)",9.2,23,4.05,0
"C25M34",94961,1984-08-20 21:00:39,1984-08-21 05:00:39,-34.4097636,119.0851436,33.62,"3-D least-squares   (8 SVs)",2,13,3.95,0
"C25M34",94961,1984-08-20 22:00:10,1984-08-21 06:00:10,-34.409015,119.0891294,31.01,"3-D least-squares   (7 SVs)",2.6,10,3.95,0
"C25M37",94953,1984-08-20 22:00:12,1984-08-21 06:00:12,-34.4596883,119.2179311,0.51,"3-D least-squares   (6 SVs)",4.8,11,3.95,0
"C25M32",94300,1984-08-20 22:00:59,1984-08-21 06:00:59,-34.4642692,119.2047908,18.23,"3-D least-squares   (7 SVs)",3.4,23,4.05,0
"C25M32",94300,1984-08-20 23:00:24,1984-08-21 07:00:24,-34.4642667,119.2047758,30.99,"3-D least-squares   (7 SVs)",2.8,22.5,4.05,0
"C25M34",94961,1984-08-20 23:00:39,1984-08-21 07:00:39,-34.4105647,119.0879447,29.54,"3-D least-squares   (7 SVs)",4.4,10,3.95,0
"C25M37",94953,1984-08-20 23:00:41,1984-08-21 07:00:41,-34.4596711,119.2179425,6.85,"3-D least-squares   (12 SVs)",1.2,12.5,3.95,0
"C25M37",94953,1984-08-21 00:00:13,1984-08-21 08:00:13,-34.4597147,119.2185597,13.91,"3-D least-squares   (10 SVs)",1.8,20.5,3.95,0
"C25M34",94961,1984-08-21 00:00:40,1984-08-21 08:00:40,-34.4171672,119.0876208,32.67,"3-D least-squares   (10 SVs)",1.6,12,3.95,0
"C25M32",94300,1984-08-21 00:00:41,1984-08-21 08:00:41,-34.4642381,119.2047517,16.2,"3-D least-squares   (8 SVs)",2.6,24.5,4.05,0
"C25M34",94961,1984-08-21 01:00:10,1984-08-21 09:00:10,-34.4181981,119.08831,30.3,"3-D least-squares   (10 SVs)",1.4,22,3.95,0
"C25M32",94300,1984-08-21 01:00:14,1984-08-21 09:00:14,-34.4667378,119.2022886,23.92,"3-D least-squares   (7 SVs)",2.2,18,4.05,0
"C25M37",94953,1984-08-21 01:00:16,1984-08-21 09:00:16,-34.4596867,119.2185722,16.71,"3-D least-squares   (7 SVs)",2.4,26,3.95,0
"C25M34",94961,1984-08-21 02:00:10,1984-08-21 10:00:10,-34.41821,119.0883156,30.15,"3-D least-squares   (5 SVs)",4.6,26,3.95,0
"C25M37",94953,1984-08-21 02:00:40,1984-08-21 10:00:40,-34.45973,119.2186189,13.21,"3-D least-squares   (9 SVs)",2,29.5,3.95,0
"C25M32",94300,1984-08-21 02:00:41,1984-08-21 10:00:41,-34.4691553,119.1981617,53.8,"3-D least-squares   (6 SVs)",3.2,18,4.05,0
"C25M37",94953,1984-08-21 03:00:12,1984-08-21 11:00:12,-34.4597961,119.2210364,-18.68,"3-D least-squares   (9 SVs)",1.6,22,3.95,0
"C25M32",94300,1984-08-21 03:00:13,1984-08-21 11:00:13,-34.4627375,119.1992311,55.51,"3-D least-squares   (5 SVs)",7.2,20.5,4.05,0
"C25M34",94961,1984-08-21 03:00:44,1984-08-21 11:00:44,-34.4182517,119.0884042,30.49,"3-D least-squares   (6 SVs)",2.2,37,3.95,0
"C25M37",94953,1984-08-21 04:00:32,1984-08-21 12:00:32,-34.4654575,119.2211622,4.66,"3-D least-squares   (11 SVs)",1.2,23.5,3.95,0
"C25M32",94300,1984-08-21 04:00:40,1984-08-21 12:00:40,-34.4608547,119.2000156,54.11,"3-D least-squares   (9 SVs)",1.8,25.5,4.05,0
"C25M34",94961,1984-08-21 04:00:42,1984-08-21 12:00:42,-34.41779,119.0881558,32.71,"3-D least-squares   (10 SVs)",1.4,27,3.95,0
"C25M34",94961,1984-08-21 05:00:10,1984-08-21 13:00:10,-34.4177983,119.0881642,36.65,"3-D least-squares   (8 SVs)",2,25.5,3.95,0
"C25M37",94953,1984-08-21 05:00:12,1984-08-21 13:00:12,-34.4654719,119.2211561,-2.97,"3-D least-squares   (9 SVs)",1.8,26.5,3.95,0
"C25M32",94300,1984-08-21 05:00:13,1984-08-21 13:00:13,-34.4603181,119.2004956,54.26,"3-D least-squares   (8 SVs)",2.4,31.5,4.05,0
"C25M37",94953,1984-08-21 06:00:12,1984-08-21 14:00:12,-34.4686978,119.2223667,4.03,"3-D least-squares   (5 SVs)",3.4,20.5,3.95,0
"C25M34",94961,1984-08-21 06:00:41,1984-08-21 14:00:41,-34.4208,119.0899383,26.61,"3-D least-squares   (9 SVs)",1.6,19,3.95,0
"C25M32",94300,1984-08-21 06:00:41,1984-08-21 14:00:41,-34.45546,119.2031556,26.61,"3-D least-squares   (6 SVs)",6,20,4.05,0
"C25M32",94300,1984-08-21 07:00:41,1984-08-21 15:00:41,-34.4492011,119.2046617,8.09,"3-D least-squares   (9 SVs)",2,20,4.05,0
"C25M37",94953,1984-08-21 07:00:41,1984-08-21 15:00:41,-34.4696506,119.2216297,32.06,"3-D least-squares   (11 SVs)",1.4,19.5,3.95,0
"C25M37",94953,1984-08-21 08:00:12,1984-08-21 16:00:12,-34.4699664,119.2215944,35.82,"3-D least-squares   (10 SVs)",1.8,19,3.95,0
"C25M32",94300,1984-08-21 08:00:13,1984-08-21 16:00:13,-34.4466019,119.2045353,9.44,"3-D least-squares   (7 SVs)",2.6,18,4.05,0
"C25M37",94953,1984-08-21 09:00:12,1984-08-21 17:00:12,-34.4699778,119.2215956,33.98,"3-D least-squares   (6 SVs)",3.6,17.5,3.95,0
"C25M32",94300,1984-08-21 09:00:16,1984-08-21 17:00:16,-34.4506431,119.2016656,11.77,"3-D least-squares   (5 SVs)",4.2,16,4.05,0
"C25M32",94300,1984-08-21 10:00:40,1984-08-21 18:00:40,-34.4518231,119.2014336,26.01,"3-D least-squares   (6 SVs)",3.4,18.5,4.05,0
"C25M37",94953,1984-08-21 10:00:40,1984-08-21 18:00:40,-34.4696342,119.2216742,29.41,"3-D least-squares   (9 SVs)",1.6,13.5,3.95,0
"C25M37",94953,1984-08-21 11:00:12,1984-08-21 19:00:12,-34.4696197,119.2217069,31.74,"3-D least-squares   (7 SVs)",2.2,13,3.95,0
"C25M32",94300,1984-08-21 11:00:13,1984-08-21 19:00:13,-34.4609933,119.2026136,26.41,"3-D least-squares   (5 SVs)",5.6,12.5,4.05,0
"C25M32",94300,1984-08-21 12:00:41,1984-08-21 20:00:41,-34.4587731,119.2105014,0.02,"3-D least-squares   (9 SVs)",1.8,13,4.05,0
"C25M37",94953,1984-08-21 12:00:41,1984-08-21 20:00:41,-34.469625,119.2215758,30.91,"3-D least-squares   (11 SVs)",1.6,13.5,3.95,0
"C25M37",94953,1984-08-21 13:00:11,1984-08-21 21:00:11,-34.4695281,119.2214331,27.13,"3-D least-squares   (9 SVs)",1.6,13.5,3.95,0
"C25M32",94300,1984-08-21 13:00:13,1984-08-21 21:00:13,-34.4569031,119.2135042,-5.22,"3-D least-squares   (7 SVs)",1.8,18,4.05,0
"C25M37",94953,1984-08-21 14:00:11,1984-08-21 22:00:11,-34.4695264,119.2214508,30.91,"3-D least-squares   (5 SVs)",4.2,13,3.95,0
"C25M36",94959,1984-08-21 14:00:12,1984-08-21 22:00:12,-34.4253661,119.0872794,41.05,"3-D least-squares   (6 SVs)",5.6,13,4.1,0
"C25M32",94300,1984-08-21 14:00:41,1984-08-21 22:00:41,-34.4569353,119.2135803,1.96,"3-D least-squares   (8 SVs)",2,17,4.05,0
"C25M36",94959,1984-08-21 15:00:13,1984-08-21 23:00:13,-34.4253839,119.0872417,27.56,"3-D least-squares   (5 SVs)",4.6,12.5,4.1,0
"C25M32",94300,1984-08-21 15:00:13,1984-08-21 23:00:13,-34.4570011,119.2106006,1.93,"3-D least-squares   (7 SVs)",1.8,13,4.05,0
"C25M37",94953,1984-08-21 15:00:41,1984-08-21 23:00:41,-34.4695172,119.2214342,23.59,"3-D least-squares   (12 SVs)",1.2,12.5,3.95,0
"C25M37",94953,1984-08-21 16:00:10,1984-08-22 00:00:10,-34.4698889,119.2230428,27.11,"3-D least-squares   (11 SVs)",1.6,12.5,3.95,0
"C25M36",94959,1984-08-21 16:00:40,1984-08-22 00:00:40,-34.4253836,119.0872681,34.71,"3-D least-squares   (6 SVs)",2.8,12.5,4.1,0
"C25M32",94300,1984-08-21 16:00:42,1984-08-22 00:00:42,-34.4569722,119.2102686,1.28,"3-D least-squares   (5 SVs)",6,34,4.05,0
"C25M37",94953,1984-08-21 17:00:11,1984-08-22 01:00:11,-34.4714269,119.2237475,43.62,"3-D least-squares   (6 SVs)",3.2,11,3.95,0
"C25M36",94959,1984-08-21 17:00:12,1984-08-22 01:00:12,-34.4254039,119.0872839,45.56,"3-D least-squares   (5 SVs)",3.4,12,4.1,0
"C25M32",94300,1984-08-21 17:01:21,1984-08-22 01:01:21,-34.4569544,119.2103061,14.78,"3-D least-squares   (4 SVs)",5,26,4.05,0
"C25M36",94959,1984-08-21 18:00:17,1984-08-22 02:00:17,-34.4253572,119.0872933,30.12,"3-D least-squares   (5 SVs)",2.2,12,4.1,0
"C25M37",94953,1984-08-21 18:00:40,1984-08-22 02:00:40,-34.4714167,119.2237528,41.77,"3-D least-squares   (12 SVs)",1.4,14,3.95,0
"C25M32",94300,1984-08-21 18:01:40,1984-08-22 02:01:40,-34.4571522,119.2101308,-17.21,"3-D least-squares   (5 SVs)",4.6,23.5,4.05,0
"C25M37",94953,1984-08-21 19:00:11,1984-08-22 03:00:11,-34.4714461,119.2253061,35.23,"3-D least-squares   (9 SVs)",1.8,10.5,3.95,0
"C25M32",94300,1984-08-21 19:00:49,1984-08-22 03:00:49,-34.4569708,119.2102294,1.52,"3-D least-squares   (7 SVs)",3,29,4.05,0
"C25M36",94959,1984-08-21 19:01:02,1984-08-22 03:01:02,-34.4253603,119.0872353,42.01,"3-D least-squares   (7 SVs)",2.8,12.5,4.1,0
"C25M36",94959,1984-08-21 20:00:13,1984-08-22 04:00:13,-34.4253919,119.0872764,38.65,"3-D least-squares   (6 SVs)",4.2,12,4.1,0
"C25M37",94953,1984-08-21 20:00:13,1984-08-22 04:00:13,-34.4710253,119.2255022,23.73,"3-D least-squares   (5 SVs)",4.6,14.5,3.95,0
"C25M32",94300,1984-08-21 20:00:17,1984-08-22 04:00:17,-34.4569939,119.2103653,63.16,"3-D least-squares   (6 SVs)",4.8,30,4.05,0
"C25M37",94953,1984-08-21 21:00:41,1984-08-22 05:00:41,-34.4710122,119.2256044,34.67,"3-D least-squares   (9 SVs)",2,29,3.95,0
"C25M32",94300,1984-08-21 21:00:41,1984-08-22 05:00:41,-34.4569822,119.2102306,-0.33,"3-D least-squares   (7 SVs)",2.6,31.5,4.05,0
"C25M36",94959,1984-08-21 21:00:41,1984-08-22 05:00:41,-34.4253731,119.0872447,31.09,"3-D least-squares   (8 SVs)",2,12,4.1,0
"C25M37",94953,1984-08-21 22:00:12,1984-08-22 06:00:12,-34.4710311,119.2256075,40.47,"3-D least-squares   (8 SVs)",2.4,23,3.95,0
"C25M32",94300,1984-08-21 22:00:13,1984-08-22 06:00:13,-34.4621142,119.2032486,-9.88,"3-D least-squares   (5 SVs)",3,11,4.05,0
"C25M36",94959,1984-08-21 22:00:14,1984-08-22 06:00:14,-34.4253978,119.0872353,32.38,"3-D least-squares   (7 SVs)",2.6,12,4.1,0
"C25M37",94953,1984-08-21 23:00:13,1984-08-22 07:00:13,-34.471045,119.2255422,34.67,"3-D least-squares   (6 SVs)",4.4,22,3.95,0
"C25M32",94300,1984-08-21 23:00:41,1984-08-22 07:00:41,-34.4619875,119.2032294,26.53,"3-D least-squares   (9 SVs)",1.6,19,4.05,0
"C25M36",94959,1984-08-21 23:00:41,1984-08-22 07:00:41,-34.4253586,119.0872489,31.64,"3-D least-squares   (10 SVs)",1.6,12.5,4.1,0
"C25M32",94300,1984-08-22 00:00:12,1984-08-22 08:00:12,-34.4626567,119.2009578,33.23,"3-D least-squares   (8 SVs)",2,27.5,4.05,0
"C25M36",94959,1984-08-22 00:00:13,1984-08-22 08:00:13,-34.4253703,119.0872522,36.87,"3-D least-squares   (8 SVs)",2.4,12.5,4.1,0
"C25M37",94953,1984-08-22 00:01:05,1984-08-22 08:01:05,-34.4709806,119.2255933,46.86,"3-D least-squares   (5 SVs)",3.2,23.5,3.95,0
"C25M37",94953,1984-08-22 01:00:13,1984-08-22 09:00:13,-34.4702208,119.2255431,51.21,"3-D least-squares   (5 SVs)",4.2,25,3.95,0
"C25M36",94959,1984-08-22 01:00:18,1984-08-22 09:00:18,-34.4253736,119.0872511,39.84,"3-D least-squares   (6 SVs)",2.6,13.5,4.1,0
"C25M32",94300,1984-08-22 01:01:04,1984-08-22 09:01:04,-34.4604286,119.2035892,27.53,"3-D least-squares   (8 SVs)",2,25.5,4.05,0
"C25M32",94300,1984-08-22 02:00:12,1984-08-22 10:00:12,-34.4581561,119.2121553,6.09,"3-D least-squares   (6 SVs)",4,23.5,4.05,0
"C25M37",94953,1984-08-22 02:00:40,1984-08-22 10:00:40,-34.4683036,119.2221214,12.94,"3-D least-squares   (9 SVs)",2,24.5,3.95,0
"C25M36",94959,1984-08-22 02:00:40,1984-08-22 10:00:40,-34.4253831,119.0872658,40.09,"3-D least-squares   (7 SVs)",2.6,14.5,4.1,0
"C25M37",94953,1984-08-22 03:00:11,1984-08-22 11:00:11,-34.4665828,119.2181925,13.64,"3-D least-squares   (9 SVs)",1.6,27,3.95,0
"C25M36",94959,1984-08-22 03:00:12,1984-08-22 11:00:12,-34.4253553,119.0872806,37.51,"3-D least-squares   (7 SVs)",2,17,4.1,0
"C25M32",94300,1984-08-22 03:00:41,1984-08-22 11:00:41,-34.4501133,119.2232364,-1.54,"3-D least-squares   (8 SVs)",1.6,23,4.05,0
"C25M32",94300,1984-08-22 04:00:13,1984-08-22 12:00:13,-34.4436625,119.2328875,-3.14,"3-D least-squares   (5 SVs)",5.2,24.5,4.05,0
"C25M37",94953,1984-08-22 04:00:41,1984-08-22 12:00:41,-34.4679836,119.2144797,2.85,"3-D least-squares   (11 SVs)",1.6,25,3.95,0
"C25M36",94959,1984-08-22 04:00:41,1984-08-22 12:00:41,-34.4253561,119.0872583,32.05,"3-D least-squares   (9 SVs)",1.8,19.5,4.1,0
"C25M37",94953,1984-08-22 05:00:11,1984-08-22 13:00:11,-34.4706181,119.2094164,4.71,"3-D least-squares   (10 SVs)",1.8,23,3.95,0
"C25M36",94959,1984-08-22 05:00:13,1984-08-22 13:00:13,-34.4254147,119.0872522,40.26,"3-D least-squares   (8 SVs)",2,20,4.1,0
"C25M32",94300,1984-08-22 05:00:40,1984-08-22 13:00:40,-34.4420044,119.227255,1.63,"3-D least-squares   (11 SVs)",1.6,22.5,4.05,0
"C25M32",94300,1984-08-22 06:00:11,1984-08-22 14:00:11,-34.4391203,119.2185408,3.15,"3-D least-squares   (10 SVs)",1.6,21,4.05,0
"C25M37",94953,1984-08-22 06:00:11,1984-08-22 14:00:11,-34.47429,119.2086717,35.09,"3-D least-squares   (6 SVs)",2.2,22,3.95,0
"C25M36",94959,1984-08-22 06:00:14,1984-08-22 14:00:14,-34.4253153,119.087345,44,"3-D least-squares   (5 SVs)",2.4,20,4.1,0
"C25M32",94300,1984-08-22 07:00:12,1984-08-22 15:00:12,-34.4378392,119.2186611,3.5,"3-D least-squares   (5 SVs)",2.8,24,4.05,0
"C25M36",94959,1984-08-22 07:00:40,1984-08-22 15:00:40,-34.4253908,119.0872394,33.5,"3-D least-squares   (7 SVs)",2.4,20,4.1,0
"C25M37",94953,1984-08-22 07:00:41,1984-08-22 15:00:41,-34.4751706,119.2093928,55.36,"3-D least-squares   (8 SVs)",2,24,3.95,0
"C25M37",94953,1984-08-22 08:00:11,1984-08-22 16:00:11,-34.4753589,119.2098033,54.98,"3-D least-squares   (6 SVs)",3,21.5,3.95,0
"C25M36",94959,1984-08-22 08:00:12,1984-08-22 16:00:12,-34.4253606,119.0872903,26.02,"3-D least-squares   (7 SVs)",2.6,19,4.1,0
"C25M32",94300,1984-08-22 08:00:40,1984-08-22 16:00:40,-34.4362092,119.221195,5.51,"3-D least-squares   (10 SVs)",1.8,24.5,4.05,0
"C25M32",94300,1984-08-22 09:00:12,1984-08-22 17:00:12,-34.4357894,119.2204419,4.44,"3-D least-squares   (8 SVs)",2.4,24,4.05,0
"C25M36",94959,1984-08-22 09:00:14,1984-08-22 17:00:14,-34.4252978,119.0872975,39.73,"3-D least-squares   (5 SVs)",4.2,17.5,4.1,0
"C25M37",94953,1984-08-22 09:00:40,1984-08-22 17:00:40,-34.4735722,119.2130742,57.4,"3-D least-squares   (11 SVs)",1.4,18.5,3.95,0
"C25M37",94953,1984-08-22 10:00:10,1984-08-22 18:00:10,-34.4736222,119.2131144,58.16,"3-D least-squares   (10 SVs)",1.4,18,3.95,0
"C25M32",94300,1984-08-22 10:00:12,1984-08-22 18:00:12,-34.4353361,119.2190356,1.77,"3-D least-squares   (5 SVs)",3,19,4.05,0
"C25M36",94959,1984-08-22 10:00:40,1984-08-22 18:00:40,-34.4254,119.0872522,39.13,"3-D least-squares   (7 SVs)",2.8,17,4.1,0
"C25M37",94953,1984-08-22 11:00:10,1984-08-22 19:00:10,-34.4741583,119.2136433,45.77,"3-D least-squares   (5 SVs)",5.2,15.5,3.95,0
"C25M36",94959,1984-08-22 11:00:13,1984-08-22 19:00:13,-34.4253636,119.0872869,34.38,"3-D least-squares   (6 SVs)",4.8,16,4.1,0
"C25M32",94300,1984-08-22 11:00:40,1984-08-22 19:00:40,-34.4354575,119.2178914,-1.96,"3-D least-squares   (6 SVs)",3,17.5,4.05,0
"C25M32",94300,1984-08-22 12:00:12,1984-08-22 20:00:12,-34.4353925,119.2178531,3.22,"3-D least-squares   (6 SVs)",2.4,18.5,4.05,0
"C25M36",94959,1984-08-22 12:00:41,1984-08-22 20:00:41,-34.4253831,119.0872617,25.95,"3-D least-squares   (8 SVs)",1.8,15.5,4.1,0
"C25M37",94953,1984-08-22 12:00:41,1984-08-22 20:00:41,-34.4742033,119.214045,56.16,"3-D least-squares   (11 SVs)",1.6,15,3.95,0
"C25M37",94953,1984-08-22 13:00:09,1984-08-22 21:00:09,-34.4742203,119.2140028,53.43,"3-D least-squares   (9 SVs)",1.6,13,3.95,0
"C25M36",94959,1984-08-22 13:00:13,1984-08-22 21:00:13,-34.4253244,119.0871561,17.73,"3-D least-squares   (5 SVs)",4.6,15,4.1,0
"C25M32",94300,1984-08-22 13:00:41,1984-08-22 21:00:41,-34.4354581,119.2178956,-0.28,"3-D least-squares   (10 SVs)",1.4,17,4.05,0
"C25M37",94953,1984-08-22 14:00:10,1984-08-22 22:00:10,-34.4732819,119.2157094,61.91,"3-D least-squares   (5 SVs)",4,11.5,3.95,0
"C25M32",94300,1984-08-22 14:00:12,1984-08-22 22:00:12,-34.4354069,119.2178489,2.66,"3-D least-squares   (7 SVs)",2.2,18,4.05,0
"C25M36",94959,1984-08-22 14:00:41,1984-08-22 22:00:41,-34.4253839,119.0872436,34.63,"3-D least-squares   (9 SVs)",1.8,15,4.1,0
"C25M36",94959,1984-08-22 15:00:13,1984-08-22 23:00:13,-34.4253817,119.0872531,35.03,"3-D least-squares   (9 SVs)",1.6,14.5,4.1,0
"C25M37",94953,1984-08-22 15:00:40,1984-08-22 23:00:40,-34.4719997,119.2187869,51.81,"3-D least-squares   (12 SVs)",1.2,12,3.95,0
